"collectionCode","catalogNumber","verbatimCountry","Country","verbatimStateProvince","StateProvince","verbatimCounty","County","verbatimIslandGroup","IslandGroup","verbatimIsland","Island"
"Fish","6314","CUBA","Cuba","PINAR DEL RIO","Pinar del Río",,,,,,
"Fish","6772","CUBA","Cuba","PINAR DEL RIO","Pinar del Río",,,,,,
"Fish","202699","El Salvador","El Salvador","La Union","La Unión",,,,,,
"Fish","202704","El Salvador","El Salvador","La Union","La Unión",,,,,,
"Fish","202703","El Salvador","El Salvador","La Union","La Unión",,,,,,
"Fish","202702","El Salvador","El Salvador","La Union","La Unión",,,,,,
"Fish","202700","El Salvador","El Salvador","La Union","La Unión",,,,,,
"Fish","202698","El Salvador","El Salvador","La Union","La Unión",,,,,,
"Fish","202697","El Salvador","El Salvador","La Union","La Unión",,,,,,
"Fish","202696","El Salvador","El Salvador","La Union","La Unión",,,,,,
"Fish","202695","El Salvador","El Salvador","La Union","La Unión",,,,,,
"Fish","202701","El Salvador","El Salvador","La Union","La Unión",,,,,,
"Fish","202705","Honduras","Honduras","Tegucigalpa","Francisco Morazán",,"Distrito Central",,,,
"Fish","202708","Honduras","Honduras","Tegucigalpa","Francisco Morazán",,"Distrito Central",,,,
"Fish","202706","Honduras","Honduras","Tegucigalpa","Francisco Morazán",,"Distrito Central",,,,
"Fish","202707","Honduras","Honduras","Tegucigalpa","Francisco Morazán",,"Distrito Central",,,,
"Fish","202679","Indonesia","Indonesia","Irian Jaya",,,,,,,
"Fish","197920","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197927","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197925","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197924","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197923","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197921","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197928","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197919","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197918","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197917","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197913","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197914","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197915","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197922","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197930","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197931","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197932","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197933","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197934","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197926","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197935","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197929","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","197916","Indonesia","Indonesia","Irian Jaya",,"Unknown",,,,,
"Fish","72327","Australia","Australia","Austral. Capitol T.","Australian Capital Territory",,,,,,
"Fish","80501","Australia","Australia","New South Wales ?","New South Wales",,,,,,
"Fish","18919","Italy","Italy","Padova","Veneto",,"Padova",,,,
"Fish","196422","Mexico","Mexico","San Luis Potosi","San Luis Potosí",,,,,,
"Fish","11174","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11149","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11167","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11164","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11150","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11154","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11173","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11175","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11176","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11165","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11168","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11156","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11177","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11162","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11151","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11157","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11158","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11163","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11159","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11166","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11160","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11161","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11152","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11153","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11187","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11179","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11178","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11180","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11184","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11186","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11155","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11170","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11189","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11182","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11181","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11169","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11171","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11190","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11188","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","11172","Canada","Canada","British Colombia","British Columbia",,,,,,
"Fish","8914","CANADA","Canada","NEW FOUNDLAND","Newfoundland and Labrador",,"Newfoundland",,,,
"Fish","24880","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24877","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24867","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24869","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24884","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24878","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24887","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24875","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24866","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24885","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24901","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24897","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24891","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24886","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24863","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24888","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24882","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24868","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24883","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24864","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24870","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24872","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","157265","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24873","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24879","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24871","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24889","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24876","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24898","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24865","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24854","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24857","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24890","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24903","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","40110","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24858","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24896","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","69045","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24852","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24894","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24856","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24860","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24859","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24899","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24851","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24902","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24906","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24861","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","157266","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24895","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24893","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24904","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24900","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24881","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24874","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24892","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24855","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24853","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","24905","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189717","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189706","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189897","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189703","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189697","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189691","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189702","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189699","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189693","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189896","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189891","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189899","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189692","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189710","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189698","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189707","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189709","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189711","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189712","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189714","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189713","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189715","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189716","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189892","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189894","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189895","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189708","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189683","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189898","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189893","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189890","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189682","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189677","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189680","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189689","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189679","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189675","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189674","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189696","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189685","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189704","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189690","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189688","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189681","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189686","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189687","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189684","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189676","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189695","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189701","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189694","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189700","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189678","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189705","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","62553","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189740","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189741","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189729","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189743","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189727","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189728","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189735","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189745","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189736","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189731","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189737","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189734","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189732","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189744","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189739","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189730","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189746","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189738","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189747","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189733","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189742","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","186585","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189779","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189795","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189797","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189790","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189781","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189784","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189786","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189782","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189796","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","186582","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","186594","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189785","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","186593","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189791","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","186592","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","186589","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","186587","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","186591","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","186584","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","186581","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","186586","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","186590","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","186583","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189780","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189775","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177930","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","186588","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189808","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177931","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177945","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177944","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177942","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177932","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177937","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177938","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177929","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177940","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177939","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189806","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189783","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189801","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189778","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189810","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189800","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189803","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189802","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189798","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189789","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189787","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189799","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189792","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189788","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189793","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189794","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189774","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189814","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189777","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189809","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189804","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189805","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189818","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189823","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189821","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189812","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189813","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189825","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189816","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189807","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189826","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189772","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189820","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189822","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189824","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189817","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189815","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177933","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177934","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177936","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177935","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177943","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177941","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","177946","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189819","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189753","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189756","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189758","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189755","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189751","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189757","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189754","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189749","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189762","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189748","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189760","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189752","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189811","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189750","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189759","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189769","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189767","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189766","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189763","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189768","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189764","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189765","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189770","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189771","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189776","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189773","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","189761","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","36400","Costa Rica","Costa Rica","Limon","Limón",,,,,,
"Fish","25170","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25152","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25169","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25162","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25159","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25173","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25153","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25147","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25156","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25155","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25160","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25172","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25182","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25175","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84496","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25176","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25171","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25158","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25157","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25167","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84485","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84487","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84480","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84479","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84474","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84475","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84486","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25149","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","24273","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","24274","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84490","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84491","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25179","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25161","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84477","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84476","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84481","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84482","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84483","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84484","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84488","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84489","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25174","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","24836","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","24834","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25099","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25150","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25154","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","25151","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","24837","Costa Rica","Costa Rica","San Jose","San José",,,,,,
"Fish","84497","Costa Rica","Costa Rica","San Jose","San José",,,,,,
